unique_key,created_date,closed_date,complaint_type,status,resolution_time_hours,resolution_time_days,is_valid_closed,exact_dup_group_size,is_exact_duplicate,is_excess_duplicate_row,breaches_30day_threshold,created_day,created_dayofweek
60763854,2024-04-03 10:38:59,2024-04-03 12:04:11,HEAT/HOT WATER,Closed,1.42,0.06,True,1,False,False,False,2024-04-03,Wednesday
60765410,2024-04-03 10:38:58,2024-04-03 10:38:58,GENERAL,Closed,0.0,0.0,True,1,False,False,False,2024-04-03,Wednesday
60763975,2024-04-03 10:36:25,2024-04-07 17:47:45,UNSANITARY CONDITION,Closed,103.19,4.3,True,1,False,False,False,2024-04-03,Wednesday
60763993,2024-04-03 10:36:25,2024-04-07 17:47:44,UNSANITARY CONDITION,Closed,103.19,4.3,True,1,False,False,False,2024-04-03,Wednesday
60766255,2024-04-03 10:36:25,2024-04-07 17:47:44,FLOORING/STAIRS,Closed,103.19,4.3,True,1,False,False,False,2024-04-03,Wednesday
60760279,2024-04-03 10:36:20,2024-06-10 07:24:29,PAINT/PLASTER,Closed,1628.8,67.87,True,1,False,False,True,2024-04-03,Wednesday
60758946,2024-04-03 10:36:20,2024-06-10 07:24:29,WATER LEAK,Closed,1628.8,67.87,True,1,False,False,True,2024-04-03,Wednesday
60767484,2024-04-03 10:36:20,2024-06-10 07:24:29,DOOR/WINDOW,Closed,1628.8,67.87,True,1,False,False,True,2024-04-03,Wednesday
60764980,2024-04-03 10:36:17,2024-06-10 20:06:49,ELECTRIC,Closed,1641.51,68.4,True,1,False,False,True,2024-04-03,Wednesday
60759896,2024-04-03 10:36:16,2024-05-01 20:46:27,DOOR/WINDOW,Closed,682.17,28.42,True,1,False,False,False,2024-04-03,Wednesday
60758929,2024-04-03 10:36:16,2024-05-01 20:46:27,UNSANITARY CONDITION,Closed,682.17,28.42,True,2,True,False,False,2024-04-03,Wednesday
60758935,2024-04-03 10:36:16,2024-05-01 20:46:27,UNSANITARY CONDITION,Closed,682.17,28.42,True,2,True,True,False,2024-04-03,Wednesday
60761407,2024-04-03 10:35:55,2024-04-06 16:47:53,PLUMBING,Closed,78.2,3.26,True,1,False,False,False,2024-04-03,Wednesday
60762831,2024-04-03 10:35:54,2024-04-17 18:59:34,DOOR/WINDOW,Closed,344.39,14.35,True,1,False,False,False,2024-04-03,Wednesday
60761206,2024-04-03 10:35:54,2024-04-22 09:59:12,FLOORING/STAIRS,Closed,455.39,18.97,True,1,False,False,False,2024-04-03,Wednesday
60761440,2024-04-03 10:35:54,2024-04-17 18:59:33,UNSANITARY CONDITION,Closed,344.39,14.35,True,1,False,False,False,2024-04-03,Wednesday
60762441,2024-04-03 10:35:54,2024-04-18 11:24:37,DOOR/WINDOW,Closed,360.81,15.03,True,1,False,False,False,2024-04-03,Wednesday
60767696,2024-04-03 10:35:54,2024-04-17 18:59:35,PAINT/PLASTER,Closed,344.39,14.35,True,1,False,False,False,2024-04-03,Wednesday
60766246,2024-04-03 10:35:54,2024-04-17 18:59:33,ELECTRIC,Closed,344.39,14.35,True,1,False,False,False,2024-04-03,Wednesday
60767511,2024-04-03 10:35:54,2024-04-17 18:59:34,GENERAL,Closed,344.39,14.35,True,1,False,False,False,2024-04-03,Wednesday
60762741,2024-04-03 10:35:54,2024-04-17 18:59:34,WATER LEAK,Closed,344.39,14.35,True,1,False,False,False,2024-04-03,Wednesday
60767523,2024-04-03 10:35:54,2024-04-25 09:09:40,GENERAL,Closed,526.56,21.94,True,1,False,False,False,2024-04-03,Wednesday
60762822,2024-04-03 10:34:39,2024-04-03 20:59:42,HEAT/HOT WATER,Closed,10.42,0.43,True,1,False,False,False,2024-04-03,Wednesday
60762678,2024-04-03 10:32:59,2024-04-22 08:06:49,SAFETY,Closed,453.56,18.9,True,1,False,False,False,2024-04-03,Wednesday
60759944,2024-04-03 10:32:59,2024-04-22 08:06:49,FLOORING/STAIRS,Closed,453.56,18.9,True,1,False,False,False,2024-04-03,Wednesday
60761223,2024-04-03 10:32:59,2024-04-08 13:48:05,GENERAL,Closed,123.25,5.14,True,1,False,False,False,2024-04-03,Wednesday
60765386,2024-04-03 10:32:59,2024-04-22 08:06:49,DOOR/WINDOW,Closed,453.56,18.9,True,1,False,False,False,2024-04-03,Wednesday
